,dataset,mode,size,channels,auc,class,f1,run
1898,pokemon,test,8,12.0,0.5333333333333333,8,,0
1899,pokemon,test,8,12.0,,9,,0
1900,pokemon,test,8,12.0,0.3928571428571429,10,,0
1901,pokemon,test,8,12.0,0.38,11,,0
1902,pokemon,test,8,12.0,,12,,0
1903,pokemon,test,8,12.0,0.4166666666666666,13,,0
1904,pokemon,test,8,12.0,,14,,0
1905,pokemon,test,8,12.0,0.5,15,,0
1906,pokemon,test,8,12.0,,16,,0
1907,pokemon,test,8,12.0,0.30952380952380953,17,,0
1908,pokemon,test,8,12.0,,0,,1
1909,pokemon,test,8,12.0,0.08620689655172414,1,,1
1910,pokemon,test,8,12.0,0.3760683760683761,2,,1
1911,pokemon,test,8,12.0,0.8214285714285714,3,,1
1912,pokemon,test,8,12.0,0.4307692307692308,4,,1
1913,pokemon,test,8,12.0,,5,,1
1914,pokemon,test,8,12.0,0.5952380952380952,6,,1
1915,pokemon,test,8,12.0,,7,,1
1916,pokemon,test,8,12.0,0.2333333333333333,8,,1
1917,pokemon,test,8,12.0,,9,,1
1918,pokemon,test,8,12.0,0.5833333333333333,10,,1
1919,pokemon,test,8,12.0,0.5266666666666667,11,,1
1920,pokemon,test,8,12.0,,12,,1
1921,pokemon,test,8,12.0,0.42857142857142855,13,,1
1922,pokemon,test,8,12.0,,14,,1
1923,pokemon,test,8,12.0,0.4,15,,1
1924,pokemon,test,8,12.0,,16,,1
1925,pokemon,test,8,12.0,0.6964285714285714,17,,1
1926,pokemon,test,8,12.0,,0,,2
1927,pokemon,test,8,12.0,0.5,1,,2
1928,pokemon,test,8,12.0,0.594017094017094,2,,2
1929,pokemon,test,8,12.0,0.3452380952380953,3,,2
1930,pokemon,test,8,12.0,0.523076923076923,4,,2
1931,pokemon,test,8,12.0,,5,,2
1932,pokemon,test,8,12.0,0.34523809523809523,6,,2
1933,pokemon,test,8,12.0,,7,,2
1934,pokemon,test,8,12.0,0.033333333333333326,8,,2
1935,pokemon,test,8,12.0,,9,,2
1936,pokemon,test,8,12.0,0.5119047619047619,10,,2
1937,pokemon,test,8,12.0,0.6866666666666666,11,,2
1938,pokemon,test,8,12.0,,12,,2
1939,pokemon,test,8,12.0,0.3928571428571428,13,,2
1940,pokemon,test,8,12.0,,14,,2
1941,pokemon,test,8,12.0,0.9,15,,2
1942,pokemon,test,8,12.0,,16,,2
1943,pokemon,test,8,12.0,0.49404761904761896,17,,2
1944,pokemon,train,8,48.0,0.38594104308390015,0,,0
1945,pokemon,train,8,48.0,0.4798418972332016,1,,0
1946,pokemon,train,8,48.0,0.4375,2,,0
1947,pokemon,train,8,48.0,0.5527065527065527,3,,0
1948,pokemon,train,8,48.0,0.6318181818181818,4,,0
1949,pokemon,train,8,48.0,0.2991735537190082,5,,0
1950,pokemon,train,8,48.0,0.4879310344827586,6,,0
1951,pokemon,train,8,48.0,0.4775862068965517,7,,0
1952,pokemon,train,8,48.0,0.4754098360655738,8,,0
1953,pokemon,train,8,48.0,0.5992094861660079,9,,0
1954,pokemon,train,8,48.0,0.5073099415204678,10,,0
1955,pokemon,train,8,48.0,0.4853754940711462,11,,0
1956,pokemon,train,8,48.0,0.3985594237695078,12,,0
1957,pokemon,train,8,48.0,0.6811440677966102,13,,0
1958,pokemon,train,8,48.0,0.35245901639344257,14,,0
1959,pokemon,train,8,48.0,0.3826086956521739,15,,0
1960,pokemon,train,8,48.0,0.3900826446280992,16,,0
1961,pokemon,train,8,48.0,0.4993622448979592,17,,0
1962,pokemon,train,8,48.0,0.4993197278911564,0,,1
1963,pokemon,train,8,48.0,0.5209486166007905,1,,1
1964,pokemon,train,8,48.0,0.6130681818181818,2,,1
1965,pokemon,train,8,48.0,0.6343779677113011,3,,1
1966,pokemon,train,8,48.0,0.4892045454545454,4,,1
1967,pokemon,train,8,48.0,0.5636363636363636,5,,1
1968,pokemon,train,8,48.0,0.6732758620689655,6,,1
1969,pokemon,train,8,48.0,0.5560344827586207,7,,1
1970,pokemon,train,8,48.0,0.3790983606557377,8,,1
1971,pokemon,train,8,48.0,0.4853754940711462,9,,1
1972,pokemon,train,8,48.0,0.489766081871345,10,,1
1973,pokemon,train,8,48.0,0.5233201581027669,11,,1
1974,pokemon,train,8,48.0,0.4813925570228091,12,,1
1975,pokemon,train,8,48.0,0.43008474576271183,13,,1
1976,pokemon,train,8,48.0,0.3176229508196722,14,,1
1977,pokemon,train,8,48.0,0.3826086956521739,15,,1
1978,pokemon,train,8,48.0,0.5570247933884298,16,,1
1979,pokemon,train,8,48.0,0.6983418367346939,17,,1
1980,pokemon,train,8,48.0,0.4553287981859411,0,,2
1981,pokemon,train,8,48.0,0.2632411067193676,1,,2
1982,pokemon,train,8,48.0,0.6380681818181819,2,,2
1983,pokemon,train,8,48.0,0.704653371320038,3,,2
1984,pokemon,train,8,48.0,0.5471590909090909,4,,2
1985,pokemon,train,8,48.0,0.4033057851239669,5,,2
1986,pokemon,train,8,48.0,0.4672413793103449,6,,2
1987,pokemon,train,8,48.0,0.4698275862068966,7,,2
1988,pokemon,train,8,48.0,0.6004098360655737,8,,2
1989,pokemon,train,8,48.0,0.4940711462450593,9,,2
1990,pokemon,train,8,48.0,0.5153508771929824,10,,2
1991,pokemon,train,8,48.0,0.4387351778656127,11,,2
1992,pokemon,train,8,48.0,0.4765906362545018,12,,2
1993,pokemon,train,8,48.0,0.6069915254237288,13,,2
1994,pokemon,train,8,48.0,0.5327868852459017,14,,2
1995,pokemon,train,8,48.0,0.583399209486166,15,,2
1996,pokemon,train,8,48.0,0.6016528925619835,16,,2
1997,pokemon,train,8,48.0,0.7085459183673469,17,,2
1998,pokemon,test,8,48.0,,0,,0
1999,pokemon,test,8,48.0,0.29310344827586204,1,,0
2000,pokemon,test,8,48.0,0.6495726495726495,2,,0
2001,pokemon,test,8,48.0,0.4523809523809524,3,,0
2002,pokemon,test,8,48.0,0.7,4,,0
2003,pokemon,test,8,48.0,,5,,0
2004,pokemon,test,8,48.0,0.7857142857142857,6,,0
2005,pokemon,test,8,48.0,,7,,0
2006,pokemon,test,8,48.0,0.09999999999999998,8,,0
2007,pokemon,test,8,48.0,,9,,0
2008,pokemon,test,8,48.0,0.4761904761904762,10,,0
2009,pokemon,test,8,48.0,0.3666666666666665,11,,0
2010,pokemon,test,8,48.0,,12,,0
2011,pokemon,test,8,48.0,0.8095238095238094,13,,0
2012,pokemon,test,8,48.0,,14,,0
2013,pokemon,test,8,48.0,0.2333333333333333,15,,0
2014,pokemon,test,8,48.0,,16,,0
2015,pokemon,test,8,48.0,0.5059523809523809,17,,0
2016,pokemon,test,8,48.0,,0,,1
2017,pokemon,test,8,48.0,0.29310344827586204,1,,1
2018,pokemon,test,8,48.0,0.6367521367521367,2,,1
2019,pokemon,test,8,48.0,0.5714285714285714,3,,1
2020,pokemon,test,8,48.0,0.6615384615384616,4,,1
2021,pokemon,test,8,48.0,,5,,1
2022,pokemon,test,8,48.0,0.34523809523809523,6,,1
2023,pokemon,test,8,48.0,,7,,1
2024,pokemon,test,8,48.0,0.43333333333333335,8,,1
2025,pokemon,test,8,48.0,,9,,1
2026,pokemon,test,8,48.0,0.2738095238095237,10,,1
2027,pokemon,test,8,48.0,0.4,11,,1
2028,pokemon,test,8,48.0,,12,,1
2029,pokemon,test,8,48.0,0.5595238095238095,13,,1
2030,pokemon,test,8,48.0,,14,,1
2031,pokemon,test,8,48.0,0.7666666666666666,15,,1
2032,pokemon,test,8,48.0,,16,,1
2033,pokemon,test,8,48.0,0.7261904761904763,17,,1
2034,pokemon,test,8,48.0,,0,,2
2035,pokemon,test,8,48.0,0.7758620689655173,1,,2
2036,pokemon,test,8,48.0,0.5854700854700855,2,,2
2037,pokemon,test,8,48.0,0.6547619047619047,3,,2
2038,pokemon,test,8,48.0,0.4230769230769231,4,,2
2039,pokemon,test,8,48.0,,5,,2
2040,pokemon,test,8,48.0,0.7976190476190477,6,,2
2041,pokemon,test,8,48.0,,7,,2
2042,pokemon,test,8,48.0,0.09999999999999998,8,,2
2043,pokemon,test,8,48.0,,9,,2
2044,pokemon,test,8,48.0,0.8452380952380952,10,,2
2045,pokemon,test,8,48.0,0.3666666666666665,11,,2
2046,pokemon,test,8,48.0,,12,,2
2047,pokemon,test,8,48.0,0.4642857142857143,13,,2
2048,pokemon,test,8,48.0,,14,,2
2049,pokemon,test,8,48.0,0.5,15,,2
2050,pokemon,test,8,48.0,,16,,2
2051,pokemon,test,8,48.0,0.6666666666666666,17,,2
2052,pokemon,train,8,192.0,0.492517006802721,0,,0
2053,pokemon,train,8,192.0,0.3920948616600791,1,,0
2054,pokemon,train,8,192.0,0.4471590909090909,2,,0
2055,pokemon,train,8,192.0,0.3646723646723647,3,,0
2056,pokemon,train,8,192.0,0.5181818181818182,4,,0
2057,pokemon,train,8,192.0,0.5570247933884298,5,,0
2058,pokemon,train,8,192.0,0.5379310344827586,6,,0
2059,pokemon,train,8,192.0,0.5637931034482758,7,,0
2060,pokemon,train,8,192.0,0.4672131147540983,8,,0
2061,pokemon,train,8,192.0,0.5478260869565217,9,,0
2062,pokemon,train,8,192.0,0.5672514619883041,10,,0
2063,pokemon,train,8,192.0,0.5707509881422925,11,,0
2064,pokemon,train,8,192.0,0.4153661464585833,12,,0
2065,pokemon,train,8,192.0,0.2542372881355932,13,,0
2066,pokemon,train,8,192.0,0.4897540983606558,14,,0
2067,pokemon,train,8,192.0,0.5588932806324111,15,,0
2068,pokemon,train,8,192.0,0.6545454545454545,16,,0
2069,pokemon,train,8,192.0,0.6511479591836735,17,,0
2070,pokemon,train,8,192.0,0.5546485260770975,0,,1
2071,pokemon,train,8,192.0,0.3675889328063241,1,,1
2072,pokemon,train,8,192.0,0.5960227272727273,2,,1
2073,pokemon,train,8,192.0,0.5546058879392212,3,,1
2074,pokemon,train,8,192.0,0.4818181818181818,4,,1
2075,pokemon,train,8,192.0,0.4710743801652893,5,,1
2076,pokemon,train,8,192.0,0.4586206896551723,6,,1
2077,pokemon,train,8,192.0,0.4474137931034483,7,,1
2078,pokemon,train,8,192.0,0.5020491803278688,8,,1
2079,pokemon,train,8,192.0,0.4118577075098814,9,,1
2080,pokemon,train,8,192.0,0.43859649122807015,10,,1
2081,pokemon,train,8,192.0,0.6007905138339921,11,,1
2082,pokemon,train,8,192.0,0.5918367346938775,12,,1
2083,pokemon,train,8,192.0,0.5349576271186439,13,,1
2084,pokemon,train,8,192.0,0.5573770491803278,14,,1
2085,pokemon,train,8,192.0,0.5367588932806324,15,,1
2086,pokemon,train,8,192.0,0.6132231404958679,16,,1
2087,pokemon,train,8,192.0,0.6014030612244898,17,,1
2088,pokemon,train,8,192.0,0.6027210884353741,0,,2
2089,pokemon,train,8,192.0,0.457707509881423,1,,2
2090,pokemon,train,8,192.0,0.4795454545454545,2,,2
2091,pokemon,train,8,192.0,0.4776828110161444,3,,2
2092,pokemon,train,8,192.0,0.5306818181818181,4,,2
2093,pokemon,train,8,192.0,0.4446280991735537,5,,2
2094,pokemon,train,8,192.0,0.4827586206896552,6,,2
2095,pokemon,train,8,192.0,0.5422413793103449,7,,2
2096,pokemon,train,8,192.0,0.3237704918032787,8,,2
2097,pokemon,train,8,192.0,0.5106719367588932,9,,2
2098,pokemon,train,8,192.0,0.5789473684210527,10,,2
2099,pokemon,train,8,192.0,0.4158102766798419,11,,2
2100,pokemon,train,8,192.0,0.5042016806722689,12,,2
2101,pokemon,train,8,192.0,0.6112288135593221,13,,2
2102,pokemon,train,8,192.0,0.3319672131147541,14,,2
2103,pokemon,train,8,192.0,0.5675889328063242,15,,2
2104,pokemon,train,8,192.0,0.484297520661157,16,,2
2105,pokemon,train,8,192.0,0.528061224489796,17,,2
2106,pokemon,test,8,192.0,,0,,0
2107,pokemon,test,8,192.0,0.396551724137931,1,,0
2108,pokemon,test,8,192.0,0.4444444444444445,2,,0
2109,pokemon,test,8,192.0,0.5952380952380952,3,,0
2110,pokemon,test,8,192.0,0.4,4,,0
2111,pokemon,test,8,192.0,,5,,0
2112,pokemon,test,8,192.0,0.4047619047619047,6,,0
2113,pokemon,test,8,192.0,,7,,0
2114,pokemon,test,8,192.0,1.0,8,,0
2115,pokemon,test,8,192.0,,9,,0
2116,pokemon,test,8,192.0,0.4761904761904762,10,,0
2117,pokemon,test,8,192.0,0.46,11,,0
2118,pokemon,test,8,192.0,,12,,0
2119,pokemon,test,8,192.0,0.5,13,,0
2120,pokemon,test,8,192.0,,14,,0
2121,pokemon,test,8,192.0,0.16666666666666666,15,,0
2122,pokemon,test,8,192.0,,16,,0
2123,pokemon,test,8,192.0,0.3154761904761905,17,,0
2124,pokemon,test,8,192.0,,0,,1
2125,pokemon,test,8,192.0,0.7758620689655172,1,,1
2126,pokemon,test,8,192.0,0.4487179487179487,2,,1
2127,pokemon,test,8,192.0,0.6666666666666666,3,,1
2128,pokemon,test,8,192.0,0.7076923076923076,4,,1
2129,pokemon,test,8,192.0,,5,,1
2130,pokemon,test,8,192.0,0.5476190476190477,6,,1
2131,pokemon,test,8,192.0,,7,,1
2132,pokemon,test,8,192.0,0.8333333333333334,8,,1
2133,pokemon,test,8,192.0,,9,,1
2134,pokemon,test,8,192.0,0.5357142857142857,10,,1
2135,pokemon,test,8,192.0,0.39333333333333337,11,,1
2136,pokemon,test,8,192.0,,12,,1
2137,pokemon,test,8,192.0,0.7857142857142857,13,,1
2138,pokemon,test,8,192.0,,14,,1
2139,pokemon,test,8,192.0,1.0,15,,1
2140,pokemon,test,8,192.0,,16,,1
2141,pokemon,test,8,192.0,0.5595238095238095,17,,1
2142,pokemon,test,8,192.0,,0,,2
2143,pokemon,test,8,192.0,0.603448275862069,1,,2
2144,pokemon,test,8,192.0,0.4273504273504273,2,,2
2145,pokemon,test,8,192.0,0.4523809523809523,3,,2
2146,pokemon,test,8,192.0,0.3615384615384615,4,,2
2147,pokemon,test,8,192.0,,5,,2
2148,pokemon,test,8,192.0,0.4404761904761905,6,,2
2149,pokemon,test,8,192.0,,7,,2
2150,pokemon,test,8,192.0,0.8333333333333334,8,,2
2151,pokemon,test,8,192.0,,9,,2
2152,pokemon,test,8,192.0,0.4047619047619048,10,,2
2153,pokemon,test,8,192.0,0.8333333333333334,11,,2
2154,pokemon,test,8,192.0,,12,,2
2155,pokemon,test,8,192.0,0.0119047619047619,13,,2
2156,pokemon,test,8,192.0,,14,,2
2157,pokemon,test,8,192.0,0.9333333333333332,15,,2
2158,pokemon,test,8,192.0,,16,,2
2159,pokemon,test,8,192.0,0.2916666666666667,17,,2
2160,pokemon,train,8,768.0,0.5102040816326531,0,,0
2161,pokemon,train,8,768.0,0.6023715415019764,1,,0
2162,pokemon,train,8,768.0,0.4232954545454545,2,,0
2163,pokemon,train,8,768.0,0.6020892687559354,3,,0
2164,pokemon,train,8,768.0,0.5045454545454545,4,,0
2165,pokemon,train,8,768.0,0.7090909090909091,5,,0
2166,pokemon,train,8,768.0,0.5577586206896552,6,,0
2167,pokemon,train,8,768.0,0.4681034482758621,7,,0
2168,pokemon,train,8,768.0,0.6700819672131147,8,,0
2169,pokemon,train,8,768.0,0.36205533596837947,9,,0
2170,pokemon,train,8,768.0,0.5233918128654971,10,,0
2171,pokemon,train,8,768.0,0.3944664031620553,11,,0
2172,pokemon,train,8,768.0,0.6686674669867947,12,,0
2173,pokemon,train,8,768.0,0.4608050847457626,13,,0
2174,pokemon,train,8,768.0,0.4057377049180328,14,,0
2175,pokemon,train,8,768.0,0.5723320158102767,15,,0
2176,pokemon,train,8,768.0,0.7851239669421488,16,,0
2177,pokemon,train,8,768.0,0.7072704081632654,17,,0
2178,pokemon,train,8,768.0,0.5120181405895691,0,,1
2179,pokemon,train,8,768.0,0.4632411067193676,1,,1
2180,pokemon,train,8,768.0,0.4414772727272727,2,,1
2181,pokemon,train,8,768.0,0.6448243114909782,3,,1
2182,pokemon,train,8,768.0,0.4653409090909091,4,,1
2183,pokemon,train,8,768.0,0.4661157024793389,5,,1
2184,pokemon,train,8,768.0,0.4862068965517242,6,,1
2185,pokemon,train,8,768.0,0.4879310344827586,7,,1
2186,pokemon,train,8,768.0,0.375,8,,1
2187,pokemon,train,8,768.0,0.5233201581027668,9,,1
2188,pokemon,train,8,768.0,0.4612573099415205,10,,1
2189,pokemon,train,8,768.0,0.5731225296442688,11,,1
2190,pokemon,train,8,768.0,0.5438175270108043,12,,1
2191,pokemon,train,8,768.0,0.6228813559322034,13,,1
2192,pokemon,train,8,768.0,0.5450819672131147,14,,1
2193,pokemon,train,8,768.0,0.48300395256917,15,,1
2194,pokemon,train,8,768.0,0.5801652892561983,16,,1
2195,pokemon,train,8,768.0,0.5956632653061225,17,,1
2196,pokemon,train,8,768.0,0.5360544217687074,0,,2
2197,pokemon,train,8,768.0,0.5501976284584981,1,,2
2198,pokemon,train,8,768.0,0.6022727272727273,2,,2
2199,pokemon,train,8,768.0,0.5859449192782527,3,,2
2200,pokemon,train,8,768.0,0.5159090909090909,4,,2
2201,pokemon,train,8,768.0,0.7636363636363637,5,,2
2202,pokemon,train,8,768.0,0.5491379310344827,6,,2
2203,pokemon,train,8,768.0,0.43017241379310345,7,,2
2204,pokemon,train,8,768.0,0.625,8,,2
2205,pokemon,train,8,768.0,0.44110671936758894,9,,2
2206,pokemon,train,8,768.0,0.5833333333333333,10,,2
2207,pokemon,train,8,768.0,0.3407114624505929,11,,2
2208,pokemon,train,8,768.0,0.5690276110444177,12,,2
2209,pokemon,train,8,768.0,0.5,13,,2
2210,pokemon,train,8,768.0,0.5040983606557377,14,,2
2211,pokemon,train,8,768.0,0.3699604743083004,15,,2
2212,pokemon,train,8,768.0,0.396694214876033,16,,2
2213,pokemon,train,8,768.0,0.5873724489795918,17,,2
2214,pokemon,test,8,768.0,,0,,0
2215,pokemon,test,8,768.0,0.2586206896551724,1,,0
2216,pokemon,test,8,768.0,0.5555555555555556,2,,0
2217,pokemon,test,8,768.0,0.4404761904761905,3,,0
2218,pokemon,test,8,768.0,0.6230769230769231,4,,0
2219,pokemon,test,8,768.0,,5,,0
2220,pokemon,test,8,768.0,0.0238095238095238,6,,0
2221,pokemon,test,8,768.0,,7,,0
2222,pokemon,test,8,768.0,0.1333333333333333,8,,0
2223,pokemon,test,8,768.0,,9,,0
2224,pokemon,test,8,768.0,0.7023809523809523,10,,0
2225,pokemon,test,8,768.0,0.58,11,,0
2226,pokemon,test,8,768.0,,12,,0
2227,pokemon,test,8,768.0,0.4047619047619047,13,,0
2228,pokemon,test,8,768.0,,14,,0
2229,pokemon,test,8,768.0,0.6,15,,0
2230,pokemon,test,8,768.0,,16,,0
2231,pokemon,test,8,768.0,0.4226190476190476,17,,0
2232,pokemon,test,8,768.0,,0,,1
2233,pokemon,test,8,768.0,0.3620689655172414,1,,1
2234,pokemon,test,8,768.0,0.6282051282051282,2,,1
2235,pokemon,test,8,768.0,0.75,3,,1
2236,pokemon,test,8,768.0,0.2846153846153846,4,,1
2237,pokemon,test,8,768.0,,5,,1
2238,pokemon,test,8,768.0,0.6547619047619048,6,,1
2239,pokemon,test,8,768.0,,7,,1
2240,pokemon,test,8,768.0,0.33333333333333337,8,,1
2241,pokemon,test,8,768.0,,9,,1
2242,pokemon,test,8,768.0,0.4523809523809524,10,,1
2243,pokemon,test,8,768.0,0.6799999999999999,11,,1
2244,pokemon,test,8,768.0,,12,,1
2245,pokemon,test,8,768.0,0.4642857142857143,13,,1
2246,pokemon,test,8,768.0,,14,,1
2247,pokemon,test,8,768.0,0.06666666666666665,15,,1
2248,pokemon,test,8,768.0,,16,,1
2249,pokemon,test,8,768.0,0.5178571428571428,17,,1
2250,pokemon,test,8,768.0,,0,,2
2251,pokemon,test,8,768.0,0.5172413793103448,1,,2
2252,pokemon,test,8,768.0,0.3760683760683761,2,,2
2253,pokemon,test,8,768.0,0.9166666666666666,3,,2
2254,pokemon,test,8,768.0,0.5230769230769231,4,,2
2255,pokemon,test,8,768.0,,5,,2
2256,pokemon,test,8,768.0,0.3214285714285714,6,,2
2257,pokemon,test,8,768.0,,7,,2
2258,pokemon,test,8,768.0,0.8333333333333334,8,,2
2259,pokemon,test,8,768.0,,9,,2
2260,pokemon,test,8,768.0,0.3214285714285714,10,,2
2261,pokemon,test,8,768.0,0.5133333333333334,11,,2
2262,pokemon,test,8,768.0,,12,,2
2263,pokemon,test,8,768.0,0.6666666666666667,13,,2
2264,pokemon,test,8,768.0,,14,,2
2265,pokemon,test,8,768.0,0.9666666666666668,15,,2
2266,pokemon,test,8,768.0,,16,,2
2267,pokemon,test,8,768.0,0.2142857142857143,17,,2
2268,pokemon,train,16,3.0,0.5052154195011338,0,,0
2269,pokemon,train,16,3.0,0.5090909090909091,1,,0
2270,pokemon,train,16,3.0,0.5835227272727272,2,,0
2271,pokemon,train,16,3.0,0.4425451092117759,3,,0
2272,pokemon,train,16,3.0,0.4863636363636363,4,,0
2273,pokemon,train,16,3.0,0.3338842975206612,5,,0
2274,pokemon,train,16,3.0,0.6258620689655173,6,,0
2275,pokemon,train,16,3.0,0.2991379310344827,7,,0
2276,pokemon,train,16,3.0,0.7069672131147541,8,,0
2277,pokemon,train,16,3.0,0.43162055335968375,9,,0
2278,pokemon,train,16,3.0,0.5307017543859649,10,,0
2279,pokemon,train,16,3.0,0.5533596837944664,11,,0
2280,pokemon,train,16,3.0,0.3949579831932773,12,,0
2281,pokemon,train,16,3.0,0.5286016949152543,13,,0
2282,pokemon,train,16,3.0,0.5901639344262295,14,,0
2283,pokemon,train,16,3.0,0.5810276679841898,15,,0
2284,pokemon,train,16,3.0,0.5190082644628099,16,,0
2285,pokemon,train,16,3.0,0.5586734693877551,17,,0
2286,pokemon,train,16,3.0,0.3727891156462585,0,,1
2287,pokemon,train,16,3.0,0.4656126482213439,1,,1
2288,pokemon,train,16,3.0,0.4818181818181818,2,,1
2289,pokemon,train,16,3.0,0.5194681861348527,3,,1
2290,pokemon,train,16,3.0,0.5954545454545455,4,,1
2291,pokemon,train,16,3.0,0.5107438016528926,5,,1
2292,pokemon,train,16,3.0,0.28879310344827586,6,,1
2293,pokemon,train,16,3.0,0.5991379310344828,7,,1
2294,pokemon,train,16,3.0,0.7069672131147541,8,,1
2295,pokemon,train,16,3.0,0.4047430830039525,9,,1
2296,pokemon,train,16,3.0,0.4583333333333334,10,,1
2297,pokemon,train,16,3.0,0.5154150197628459,11,,1
2298,pokemon,train,16,3.0,0.5546218487394958,12,,1
2299,pokemon,train,16,3.0,0.4565677966101695,13,,1
2300,pokemon,train,16,3.0,0.4651639344262295,14,,1
2301,pokemon,train,16,3.0,0.6260869565217391,15,,1
2302,pokemon,train,16,3.0,0.515702479338843,16,,1
2303,pokemon,train,16,3.0,0.4630102040816326,17,,1
2304,pokemon,train,16,3.0,0.5197278911564626,0,,2
2305,pokemon,train,16,3.0,0.38814229249011856,1,,2
2306,pokemon,train,16,3.0,0.39829545454545456,2,,2
2307,pokemon,train,16,3.0,0.5868945868945868,3,,2
2308,pokemon,train,16,3.0,0.35397727272727275,4,,2
2309,pokemon,train,16,3.0,0.2512396694214876,5,,2
2310,pokemon,train,16,3.0,0.4793103448275862,6,,2
2311,pokemon,train,16,3.0,0.4637931034482759,7,,2
2312,pokemon,train,16,3.0,0.17827868852459014,8,,2
2313,pokemon,train,16,3.0,0.4387351778656127,9,,2
2314,pokemon,train,16,3.0,0.5584795321637427,10,,2
2315,pokemon,train,16,3.0,0.5051383399209486,11,,2
2316,pokemon,train,16,3.0,0.42977190876350535,12,,2
2317,pokemon,train,16,3.0,0.5444915254237288,13,,2
2318,pokemon,train,16,3.0,0.35655737704918034,14,,2
2319,pokemon,train,16,3.0,0.39762845849802375,15,,2
2320,pokemon,train,16,3.0,0.6247933884297521,16,,2
2321,pokemon,train,16,3.0,0.7436224489795918,17,,2
2322,pokemon,test,16,3.0,,0,,0
2323,pokemon,test,16,3.0,0.3965517241379311,1,,0
2324,pokemon,test,16,3.0,0.7222222222222222,2,,0
2325,pokemon,test,16,3.0,0.34523809523809523,3,,0
2326,pokemon,test,16,3.0,0.5461538461538462,4,,0
2327,pokemon,test,16,3.0,,5,,0
2328,pokemon,test,16,3.0,0.5833333333333334,6,,0
2329,pokemon,test,16,3.0,,7,,0
2330,pokemon,test,16,3.0,0.6333333333333333,8,,0
2331,pokemon,test,16,3.0,,9,,0
2332,pokemon,test,16,3.0,0.3809523809523809,10,,0
2333,pokemon,test,16,3.0,0.5266666666666666,11,,0
2334,pokemon,test,16,3.0,,12,,0
2335,pokemon,test,16,3.0,0.33333333333333337,13,,0
2336,pokemon,test,16,3.0,,14,,0
2337,pokemon,test,16,3.0,0.43333333333333335,15,,0
2338,pokemon,test,16,3.0,,16,,0
2339,pokemon,test,16,3.0,0.36309523809523797,17,,0
2340,pokemon,test,16,3.0,,0,,1
2341,pokemon,test,16,3.0,0.4310344827586207,1,,1
2342,pokemon,test,16,3.0,0.4914529914529915,2,,1
2343,pokemon,test,16,3.0,0.4047619047619048,3,,1
2344,pokemon,test,16,3.0,0.4076923076923077,4,,1
2345,pokemon,test,16,3.0,,5,,1
2346,pokemon,test,16,3.0,0.4285714285714286,6,,1
2347,pokemon,test,16,3.0,,7,,1
2348,pokemon,test,16,3.0,0.43333333333333335,8,,1
2349,pokemon,test,16,3.0,,9,,1
2350,pokemon,test,16,3.0,0.2261904761904762,10,,1
2351,pokemon,test,16,3.0,0.4933333333333334,11,,1
2352,pokemon,test,16,3.0,,12,,1
2353,pokemon,test,16,3.0,0.5238095238095237,13,,1
2354,pokemon,test,16,3.0,,14,,1
2355,pokemon,test,16,3.0,0.43333333333333335,15,,1
2356,pokemon,test,16,3.0,,16,,1
2357,pokemon,test,16,3.0,0.3809523809523809,17,,1
2358,pokemon,test,16,3.0,,0,,2
2359,pokemon,test,16,3.0,0.1724137931034483,1,,2
2360,pokemon,test,16,3.0,0.5470085470085471,2,,2
2361,pokemon,test,16,3.0,0.3571428571428571,3,,2
2362,pokemon,test,16,3.0,0.32307692307692304,4,,2
2363,pokemon,test,16,3.0,,5,,2
2364,pokemon,test,16,3.0,0.6904761904761905,6,,2
2365,pokemon,test,16,3.0,,7,,2
2366,pokemon,test,16,3.0,0.2666666666666667,8,,2
2367,pokemon,test,16,3.0,,9,,2
2368,pokemon,test,16,3.0,0.27380952380952384,10,,2
2369,pokemon,test,16,3.0,0.4866666666666666,11,,2
2370,pokemon,test,16,3.0,,12,,2
2371,pokemon,test,16,3.0,0.5595238095238095,13,,2
2372,pokemon,test,16,3.0,,14,,2
2373,pokemon,test,16,3.0,0.6,15,,2
2374,pokemon,test,16,3.0,,16,,2
2375,pokemon,test,16,3.0,0.42857142857142855,17,,2
2376,pokemon,train,16,12.0,0.6213151927437642,0,,0
2377,pokemon,train,16,12.0,0.5296442687747036,1,,0
2378,pokemon,train,16,12.0,0.3982954545454545,2,,0
2379,pokemon,train,16,12.0,0.5735992402659069,3,,0
2380,pokemon,train,16,12.0,0.4630681818181818,4,,0
2381,pokemon,train,16,12.0,0.3107438016528925,5,,0
2382,pokemon,train,16,12.0,0.4551724137931034,6,,0
2383,pokemon,train,16,12.0,0.3939655172413793,7,,0
2384,pokemon,train,16,12.0,0.2028688524590164,8,,0
2385,pokemon,train,16,12.0,0.5328063241106721,9,,0
2386,pokemon,train,16,12.0,0.5175438596491229,10,,0
2387,pokemon,train,16,12.0,0.4743083003952569,11,,0
2388,pokemon,train,16,12.0,0.312124849939976,12,,0
2389,pokemon,train,16,12.0,0.41207627118644063,13,,0
2390,pokemon,train,16,12.0,0.8586065573770492,14,,0
2391,pokemon,train,16,12.0,0.4316205533596838,15,,0
2392,pokemon,train,16,12.0,0.5371900826446281,16,,0
2393,pokemon,train,16,12.0,0.6186224489795918,17,,0
2394,pokemon,train,16,12.0,0.5197278911564626,0,,1
