,dataset,mode,size,channels,auc,class,f1,run
8966,celeba,test,6,768.0,0.6112081652029433,10,,1
8967,celeba,test,6,768.0,0.7296760740402194,11,,1
8968,celeba,test,6,768.0,0.8394181427088586,12,,1
8969,celeba,test,6,768.0,0.8706118742634132,13,,1
8970,celeba,test,6,768.0,0.899369718636828,14,,1
8971,celeba,test,6,768.0,0.974444822466906,15,,1
8972,celeba,test,6,768.0,0.9203840147359148,16,,1
8973,celeba,test,6,768.0,0.9568968108449308,17,,1
8974,celeba,test,6,768.0,0.9268969343875708,18,,1
8975,celeba,test,6,768.0,0.9047072048612816,19,,1
8976,celeba,test,6,768.0,0.9792011352158584,20,,1
8977,celeba,test,6,768.0,0.9179159486603424,21,,1
8978,celeba,test,6,768.0,0.9330088304393616,22,,1
8979,celeba,test,6,768.0,0.6976075242480649,23,,1
8980,celeba,test,6,768.0,0.940649493957446,24,,1
8981,celeba,test,6,768.0,0.6591517511189596,25,,1
8982,celeba,test,6,768.0,0.8404476054547417,26,,1
8983,celeba,test,6,768.0,0.7278123701784425,27,,1
8984,celeba,test,6,768.0,0.8846179333744194,28,,1
8985,celeba,test,6,768.0,0.9137711804872568,29,,1
8986,celeba,test,6,768.0,0.9461188599151,30,,1
8987,celeba,test,6,768.0,0.9608662821553446,31,,1
8988,celeba,test,6,768.0,0.6817792774496038,32,,1
8989,celeba,test,6,768.0,0.8022188063608319,33,,1
8990,celeba,test,6,768.0,0.8059787295199772,34,,1
8991,celeba,test,6,768.0,0.9567239517608336,35,,1
8992,celeba,test,6,768.0,0.9513319011815252,36,,1
8993,celeba,test,6,768.0,0.7326591065375994,37,,1
8994,celeba,test,6,768.0,0.932376776050969,38,,1
8995,celeba,test,6,768.0,0.8266329557713052,39,,1
8996,celeba,test,6,768.0,0.8945836024274514,0,,2
8997,celeba,test,6,768.0,0.8163022524168871,1,,2
8998,celeba,test,6,768.0,0.8264386138111608,2,,2
8999,celeba,test,6,768.0,0.7984278224859906,3,,2
9000,celeba,test,6,768.0,0.9620728433577596,4,,2
9001,celeba,test,6,768.0,0.9265183412005086,5,,2
9002,celeba,test,6,768.0,0.6680720455554894,6,,2
9003,celeba,test,6,768.0,0.7704806304210363,7,,2
9004,celeba,test,6,768.0,0.8583049217148699,8,,2
9005,celeba,test,6,768.0,0.9339160866720791,9,,2
9006,celeba,test,6,768.0,0.6118727747448374,10,,2
9007,celeba,test,6,768.0,0.7275289457647776,11,,2
9008,celeba,test,6,768.0,0.8454063788367022,12,,2
9009,celeba,test,6,768.0,0.8740315693888985,13,,2
9010,celeba,test,6,768.0,0.8993987371157953,14,,2
9011,celeba,test,6,768.0,0.9718893047135964,15,,2
9012,celeba,test,6,768.0,0.9189074200136148,16,,2
9013,celeba,test,6,768.0,0.9562355345817428,17,,2
9014,celeba,test,6,768.0,0.9282953089683644,18,,2
9015,celeba,test,6,768.0,0.9031792106313022,19,,2
9016,celeba,test,6,768.0,0.9784523802146912,20,,2
9017,celeba,test,6,768.0,0.9174278023811344,21,,2
9018,celeba,test,6,768.0,0.933872971294321,22,,2
9019,celeba,test,6,768.0,0.6933006760066621,23,,2
9020,celeba,test,6,768.0,0.941749174291749,24,,2
9021,celeba,test,6,768.0,0.6607767669699091,25,,2
9022,celeba,test,6,768.0,0.8430982165345358,26,,2
9023,celeba,test,6,768.0,0.7293960430989561,27,,2
9024,celeba,test,6,768.0,0.8863905952830625,28,,2
9025,celeba,test,6,768.0,0.9132688903251188,29,,2
9026,celeba,test,6,768.0,0.9446209824135842,30,,2
9027,celeba,test,6,768.0,0.9615277300824177,31,,2
9028,celeba,test,6,768.0,0.6862284865435724,32,,2
9029,celeba,test,6,768.0,0.8018456223293027,33,,2
9030,celeba,test,6,768.0,0.8064676881162753,34,,2
9031,celeba,test,6,768.0,0.9559108590162227,35,,2
9032,celeba,test,6,768.0,0.951130748950298,36,,2
9033,celeba,test,6,768.0,0.7348848280660636,37,,2
9034,celeba,test,6,768.0,0.9312271745794792,38,,2
9035,celeba,test,6,768.0,0.8296426645091693,39,,2
9036,celeba,train,12,3.0,0.8509626180085719,0,,0
9037,celeba,train,12,3.0,0.7868479649477449,1,,0
9038,celeba,train,12,3.0,0.8273768009768009,2,,0
9039,celeba,train,12,3.0,0.7610583175250845,3,,0
9040,celeba,train,12,3.0,0.953387341772152,4,,0
9041,celeba,train,12,3.0,0.937979697945036,5,,0
9042,celeba,train,12,3.0,0.6273273707531624,6,,0
9043,celeba,train,12,3.0,0.7592275698158052,7,,0
9044,celeba,train,12,3.0,0.7974625528908406,8,,0
9045,celeba,train,12,3.0,0.9105969946424086,9,,0
9046,celeba,train,12,3.0,0.6326393034313826,10,,0
9047,celeba,train,12,3.0,0.6890985801023091,11,,0
9048,celeba,train,12,3.0,0.8017778180643025,12,,0
9049,celeba,train,12,3.0,0.862056392805056,13,,0
9050,celeba,train,12,3.0,0.8614844123064329,14,,0
9051,celeba,train,12,3.0,0.9467131051568785,15,,0
9052,celeba,train,12,3.0,0.9061182129678441,16,,0
9053,celeba,train,12,3.0,0.9497703203521356,17,,0
9054,celeba,train,12,3.0,0.9108651476765732,18,,0
9055,celeba,train,12,3.0,0.8848657254113509,19,,0
9056,celeba,train,12,3.0,0.9614086246732172,20,,0
9057,celeba,train,12,3.0,0.8905165578950245,21,,0
9058,celeba,train,12,3.0,0.8898479434467184,22,,0
9059,celeba,train,12,3.0,0.6721998947301105,23,,0
9060,celeba,train,12,3.0,0.9021016061664234,24,,0
9061,celeba,train,12,3.0,0.6661660104743156,25,,0
9062,celeba,train,12,3.0,0.7345932247690262,26,,0
9063,celeba,train,12,3.0,0.6985594671787693,27,,0
9064,celeba,train,12,3.0,0.8643769359358867,28,,0
9065,celeba,train,12,3.0,0.8864562841734421,29,,0
9066,celeba,train,12,3.0,0.8791561863962386,30,,0
9067,celeba,train,12,3.0,0.94462112683476,31,,0
9068,celeba,train,12,3.0,0.6229364103408811,32,,0
9069,celeba,train,12,3.0,0.7649090085889404,33,,0
9070,celeba,train,12,3.0,0.7796211317057238,34,,0
9071,celeba,train,12,3.0,0.9408435183329994,35,,0
9072,celeba,train,12,3.0,0.9353319978501978,36,,0
9073,celeba,train,12,3.0,0.7113854474806939,37,,0
9074,celeba,train,12,3.0,0.9090595555555556,38,,0
9075,celeba,train,12,3.0,0.7974010279205446,39,,0
9076,celeba,train,12,3.0,0.8544821290845367,0,,1
9077,celeba,train,12,3.0,0.7872301946036354,1,,1
9078,celeba,train,12,3.0,0.8284996336996338,2,,1
9079,celeba,train,12,3.0,0.758827266544973,3,,1
9080,celeba,train,12,3.0,0.9547139240506328,4,,1
9081,celeba,train,12,3.0,0.9389268127817272,5,,1
9082,celeba,train,12,3.0,0.6305073831949098,6,,1
9083,celeba,train,12,3.0,0.7608688189080346,7,,1
9084,celeba,train,12,3.0,0.7983647504707975,8,,1
9085,celeba,train,12,3.0,0.9111858767136264,9,,1
9086,celeba,train,12,3.0,0.6375897984808876,10,,1
9087,celeba,train,12,3.0,0.6879228020270594,11,,1
9088,celeba,train,12,3.0,0.8042547824921771,12,,1
9089,celeba,train,12,3.0,0.8661625807347733,13,,1
9090,celeba,train,12,3.0,0.8582148460721349,14,,1
9091,celeba,train,12,3.0,0.9458392017783508,15,,1
9092,celeba,train,12,3.0,0.9076090537691092,16,,1
9093,celeba,train,12,3.0,0.9481511687875552,17,,1
9094,celeba,train,12,3.0,0.9096911540805448,18,,1
9095,celeba,train,12,3.0,0.885733117153625,19,,1
9096,celeba,train,12,3.0,0.9608350055563106,20,,1
9097,celeba,train,12,3.0,0.8921061470623847,21,,1
9098,celeba,train,12,3.0,0.8924621405478986,22,,1
9099,celeba,train,12,3.0,0.6713021491782554,23,,1
9100,celeba,train,12,3.0,0.9046019896061094,24,,1
9101,celeba,train,12,3.0,0.6660905638301824,25,,1
9102,celeba,train,12,3.0,0.7296782844869711,26,,1
9103,celeba,train,12,3.0,0.699018795825973,27,,1
9104,celeba,train,12,3.0,0.8624379271350606,28,,1
9105,celeba,train,12,3.0,0.8882439619127404,29,,1
9106,celeba,train,12,3.0,0.8800316407881755,30,,1
9107,celeba,train,12,3.0,0.9468268384669866,31,,1
9108,celeba,train,12,3.0,0.6208206363225859,32,,1
9109,celeba,train,12,3.0,0.7650171305775741,33,,1
9110,celeba,train,12,3.0,0.7792438964644403,34,,1
9111,celeba,train,12,3.0,0.9422516084507668,35,,1
9112,celeba,train,12,3.0,0.933898470708946,36,,1
9113,celeba,train,12,3.0,0.7177630358589853,37,,1
9114,celeba,train,12,3.0,0.9086542222222224,38,,1
9115,celeba,train,12,3.0,0.7948117794138074,39,,1
9116,celeba,train,12,3.0,0.8529566821896144,0,,2
9117,celeba,train,12,3.0,0.7861194198318191,1,,2
9118,celeba,train,12,3.0,0.8264048840048841,2,,2
9119,celeba,train,12,3.0,0.7555000775499003,3,,2
9120,celeba,train,12,3.0,0.9551696202531644,4,,2
9121,celeba,train,12,3.0,0.94045162836943,5,,2
9122,celeba,train,12,3.0,0.6284460366485862,6,,2
9123,celeba,train,12,3.0,0.7616425694857066,7,,2
9124,celeba,train,12,3.0,0.7978302607836905,8,,2
9125,celeba,train,12,3.0,0.9128701617984376,9,,2
9126,celeba,train,12,3.0,0.633936106708384,10,,2
9127,celeba,train,12,3.0,0.6882305660467563,11,,2
9128,celeba,train,12,3.0,0.8020280762045889,12,,2
9129,celeba,train,12,3.0,0.8647301895964998,13,,2
9130,celeba,train,12,3.0,0.861416194829115,14,,2
9131,celeba,train,12,3.0,0.9460046495053536,15,,2
9132,celeba,train,12,3.0,0.9122339549288352,16,,2
9133,celeba,train,12,3.0,0.9490327068616046,17,,2
9134,celeba,train,12,3.0,0.9095138321311448,18,,2
9135,celeba,train,12,3.0,0.8863716817620864,19,,2
9136,celeba,train,12,3.0,0.9611118217503578,20,,2
9137,celeba,train,12,3.0,0.8909149315929871,21,,2
9138,celeba,train,12,3.0,0.8901263786409268,22,,2
9139,celeba,train,12,3.0,0.6747504759281213,23,,2
9140,celeba,train,12,3.0,0.9059609711903038,24,,2
9141,celeba,train,12,3.0,0.6629995728559225,25,,2
9142,celeba,train,12,3.0,0.7214109571917224,26,,2
9143,celeba,train,12,3.0,0.7001451283066166,27,,2
9144,celeba,train,12,3.0,0.8630340724716062,28,,2
9145,celeba,train,12,3.0,0.8915163845526692,29,,2
9146,celeba,train,12,3.0,0.882382480246727,30,,2
9147,celeba,train,12,3.0,0.9462493146782742,31,,2
9148,celeba,train,12,3.0,0.6217890644302888,32,,2
9149,celeba,train,12,3.0,0.7650205093897191,33,,2
9150,celeba,train,12,3.0,0.7784502327100514,34,,2
9151,celeba,train,12,3.0,0.9422070838620628,35,,2
9152,celeba,train,12,3.0,0.9342815263595056,36,,2
9153,celeba,train,12,3.0,0.7163620654306886,37,,2
9154,celeba,train,12,3.0,0.9098524444444444,38,,2
9155,celeba,train,12,3.0,0.7936894013057368,39,,2
9156,celeba,test,12,3.0,0.8675710008166228,0,,0
9157,celeba,test,12,3.0,0.7984183633249486,1,,0
9158,celeba,test,12,3.0,0.7983243324449508,2,,0
9159,celeba,test,12,3.0,0.7965468673821318,3,,0
9160,celeba,test,12,3.0,0.951035696147428,4,,0
9161,celeba,test,12,3.0,0.9114278834406884,5,,0
9162,celeba,test,12,3.0,0.6474421441308859,6,,0
9163,celeba,test,12,3.0,0.7580875598029039,7,,0
9164,celeba,test,12,3.0,0.8152619492468612,8,,0
9165,celeba,test,12,3.0,0.90096674522539,9,,0
9166,celeba,test,12,3.0,0.5815143603133159,10,,0
9167,celeba,test,12,3.0,0.6969359384521633,11,,0
9168,celeba,test,12,3.0,0.8278939667426748,12,,0
9169,celeba,test,12,3.0,0.8602658474854614,13,,0
9170,celeba,test,12,3.0,0.8670257219797567,14,,0
9171,celeba,test,12,3.0,0.9615744463689224,15,,0
9172,celeba,test,12,3.0,0.9087214191326632,16,,0
9173,celeba,test,12,3.0,0.9408834049715952,17,,0
9174,celeba,test,12,3.0,0.912864230169804,18,,0
9175,celeba,test,12,3.0,0.8944583432415489,19,,0
9176,celeba,test,12,3.0,0.9585138091077524,20,,0
9177,celeba,test,12,3.0,0.8976706208475709,21,,0
9178,celeba,test,12,3.0,0.9303623990710486,22,,0
9179,celeba,test,12,3.0,0.6573136083080239,23,,0
9180,celeba,test,12,3.0,0.9138135017993048,24,,0
9181,celeba,test,12,3.0,0.6454436152375764,25,,0
9182,celeba,test,12,3.0,0.7558499346342517,26,,0
9183,celeba,test,12,3.0,0.6930892307840081,27,,0
9184,celeba,test,12,3.0,0.8726599206112536,28,,0
9185,celeba,test,12,3.0,0.8948984179616152,29,,0
9186,celeba,test,12,3.0,0.9288599151000608,30,,0
9187,celeba,test,12,3.0,0.9499172702297702,31,,0
9188,celeba,test,12,3.0,0.6507624728724454,32,,0
9189,celeba,test,12,3.0,0.7750440314870064,33,,0
9190,celeba,test,12,3.0,0.7749884399565092,34,,0
9191,celeba,test,12,3.0,0.9409174288055993,35,,0
9192,celeba,test,12,3.0,0.9339302802460696,36,,0
9193,celeba,test,12,3.0,0.7470795034240305,37,,0
9194,celeba,test,12,3.0,0.9173286593980752,38,,0
9195,celeba,test,12,3.0,0.8063727076591155,39,,0
9196,celeba,test,12,3.0,0.8662259750102744,0,,1
9197,celeba,test,12,3.0,0.7972478422997633,1,,1
9198,celeba,test,12,3.0,0.7984867581583558,2,,1
9199,celeba,test,12,3.0,0.7921243657419389,3,,1
9200,celeba,test,12,3.0,0.952386998476384,4,,1
9201,celeba,test,12,3.0,0.9099423860735064,5,,1
9202,celeba,test,12,3.0,0.6439474794883183,6,,1
9203,celeba,test,12,3.0,0.7634862259446175,7,,1
9204,celeba,test,12,3.0,0.816212500440653,8,,1
9205,celeba,test,12,3.0,0.9007421040600934,9,,1
9206,celeba,test,12,3.0,0.5752527889864705,10,,1
9207,celeba,test,12,3.0,0.6954489767418242,11,,1
9208,celeba,test,12,3.0,0.8290570143442537,12,,1
9209,celeba,test,12,3.0,0.8577010761413473,13,,1
9210,celeba,test,12,3.0,0.8671592069830069,14,,1
9211,celeba,test,12,3.0,0.9607896201905234,15,,1
9212,celeba,test,12,3.0,0.9069344892483884,16,,1
9213,celeba,test,12,3.0,0.9377573717274341,17,,1
9214,celeba,test,12,3.0,0.912292028754906,18,,1
9215,celeba,test,12,3.0,0.891472613037181,19,,1
9216,celeba,test,12,3.0,0.957775381761774,20,,1
9217,celeba,test,12,3.0,0.8978480394751546,21,,1
9218,celeba,test,12,3.0,0.9278172342091762,22,,1
9219,celeba,test,12,3.0,0.6546899186832567,23,,1
9220,celeba,test,12,3.0,0.91198575724367,24,,1
9221,celeba,test,12,3.0,0.6496176985830425,25,,1
9222,celeba,test,12,3.0,0.7493673315182844,26,,1
9223,celeba,test,12,3.0,0.6981224050696744,27,,1
9224,celeba,test,12,3.0,0.8707911704870016,28,,1
9225,celeba,test,12,3.0,0.8955938966476522,29,,1
9226,celeba,test,12,3.0,0.9264887810794422,30,,1
9227,celeba,test,12,3.0,0.9502665303446552,31,,1
9228,celeba,test,12,3.0,0.6447015678856174,32,,1
9229,celeba,test,12,3.0,0.7737701313227205,33,,1
9230,celeba,test,12,3.0,0.775174337953185,34,,1
9231,celeba,test,12,3.0,0.9378732095697764,35,,1
9232,celeba,test,12,3.0,0.9324890147446538,36,,1
9233,celeba,test,12,3.0,0.7478953300537511,37,,1
9234,celeba,test,12,3.0,0.9164123103990616,38,,1
9235,celeba,test,12,3.0,0.8063781014023733,39,,1
9236,celeba,test,12,3.0,0.8669785489733504,0,,2
9237,celeba,test,12,3.0,0.7980039033292962,1,,2
9238,celeba,test,12,3.0,0.7963435191652586,2,,2
9239,celeba,test,12,3.0,0.7918369558020693,3,,2
9240,celeba,test,12,3.0,0.9509268664296596,4,,2
9241,celeba,test,12,3.0,0.9122051579868058,5,,2
9242,celeba,test,12,3.0,0.6450457079596152,6,,2
9243,celeba,test,12,3.0,0.7619158404619588,7,,2
9244,celeba,test,12,3.0,0.8156774219540813,8,,2
9245,celeba,test,12,3.0,0.9009864505907668,9,,2
9246,celeba,test,12,3.0,0.5801376691193924,10,,2
9247,celeba,test,12,3.0,0.700762048039813,11,,2
9248,celeba,test,12,3.0,0.8216035049835964,12,,2
9249,celeba,test,12,3.0,0.8644535249908228,13,,2
9250,celeba,test,12,3.0,0.8652904169375059,14,,2
9251,celeba,test,12,3.0,0.9593282197204008,15,,2
9252,celeba,test,12,3.0,0.9048372242021384,16,,2
9253,celeba,test,12,3.0,0.936374703177132,17,,2
9254,celeba,test,12,3.0,0.9107161799384756,18,,2
9255,celeba,test,12,3.0,0.8915792287117486,19,,2
9256,celeba,test,12,3.0,0.9573643410852712,20,,2
9257,celeba,test,12,3.0,0.8972099205439008,21,,2
9258,celeba,test,12,3.0,0.9274796791877076,22,,2
9259,celeba,test,12,3.0,0.6589850102870579,23,,2
9260,celeba,test,12,3.0,0.9118037411883372,24,,2
9261,celeba,test,12,3.0,0.6459484973299956,25,,2
9262,celeba,test,12,3.0,0.7564316298259712,26,,2
9263,celeba,test,12,3.0,0.6987839697241119,27,,2
9264,celeba,test,12,3.0,0.8727924560810586,28,,2
9265,celeba,test,12,3.0,0.8938551999325597,29,,2
9266,celeba,test,12,3.0,0.922189205579139,30,,2
9267,celeba,test,12,3.0,0.9493221622127872,31,,2
9268,celeba,test,12,3.0,0.6437716875369921,32,,2
9269,celeba,test,12,3.0,0.7765304245417659,33,,2
9270,celeba,test,12,3.0,0.7737886949023332,34,,2
9271,celeba,test,12,3.0,0.9377105910208544,35,,2
9272,celeba,test,12,3.0,0.9332242945024898,36,,2
9273,celeba,test,12,3.0,0.7442556446657959,37,,2
9274,celeba,test,12,3.0,0.9170820782128862,38,,2
9275,celeba,test,12,3.0,0.8045840075512405,39,,2
9276,celeba,train,12,12.0,0.8779618076911812,0,,0
9277,celeba,train,12,12.0,0.8078205726775058,1,,0
9278,celeba,train,12,12.0,0.8327853479853479,2,,0
9279,celeba,train,12,12.0,0.7639187157736497,3,,0
9280,celeba,train,12,12.0,0.9559291139240508,4,,0
9281,celeba,train,12,12.0,0.9255748515466268,5,,0
9282,celeba,train,12,12.0,0.6295039944557828,6,,0
9283,celeba,train,12,12.0,0.7689212385290816,7,,0
9284,celeba,train,12,12.0,0.8482627115305315,8,,0
9285,celeba,train,12,12.0,0.9320870721854114,9,,0
9286,celeba,train,12,12.0,0.6317490376896316,10,,0
9287,celeba,train,12,12.0,0.7164821078548549,11,,0
9288,celeba,train,12,12.0,0.8184278665395015,12,,0
9289,celeba,train,12,12.0,0.8487481769567331,13,,0
9290,celeba,train,12,12.0,0.8591162913081188,14,,0
9291,celeba,train,12,12.0,0.9401418608202812,15,,0
9292,celeba,train,12,12.0,0.9175136729045864,16,,0
9293,celeba,train,12,12.0,0.9490387037192513,17,,0
9294,celeba,train,12,12.0,0.9201674163784336,18,,0
9295,celeba,train,12,12.0,0.8972546611304844,19,,0
9296,celeba,train,12,12.0,0.9671737965990582,20,,0
9297,celeba,train,12,12.0,0.9005979511093927,21,,0
9298,celeba,train,12,12.0,0.9123934598666604,22,,0
9299,celeba,train,12,12.0,0.7298425378897814,23,,0
9300,celeba,train,12,12.0,0.9121726941007358,24,,0
9301,celeba,train,12,12.0,0.6720450451287004,25,,0
9302,celeba,train,12,12.0,0.7956521245042446,26,,0
9303,celeba,train,12,12.0,0.7044830964614592,27,,0
9304,celeba,train,12,12.0,0.8498021043315799,28,,0
9305,celeba,train,12,12.0,0.8814896815839273,29,,0
9306,celeba,train,12,12.0,0.8877240852168193,30,,0
9307,celeba,train,12,12.0,0.9582904905635344,31,,0
9308,celeba,train,12,12.0,0.6132578091941031,32,,0
9309,celeba,train,12,12.0,0.7699119031046778,33,,0
9310,celeba,train,12,12.0,0.7886772270760187,34,,0
9311,celeba,train,12,12.0,0.9521193704223158,35,,0
9312,celeba,train,12,12.0,0.941560072311526,36,,0
9313,celeba,train,12,12.0,0.7158153452635484,37,,0
9314,celeba,train,12,12.0,0.8985386666666666,38,,0
9315,celeba,train,12,12.0,0.7931393249062371,39,,0
9316,celeba,train,12,12.0,0.8761532378525614,0,,1
9317,celeba,train,12,12.0,0.8093045985562493,1,,1
9318,celeba,train,12,12.0,0.8340796092796093,2,,1
9319,celeba,train,12,12.0,0.7661863046875932,3,,1
9320,celeba,train,12,12.0,0.9590683544303796,4,,1
9321,celeba,train,12,12.0,0.9289349477514866,5,,1
9322,celeba,train,12,12.0,0.6310544381023061,6,,1
9323,celeba,train,12,12.0,0.7673651548161353,7,,1
9324,celeba,train,12,12.0,0.8473788993452173,8,,1
9325,celeba,train,12,12.0,0.9333554335695724,9,,1
9326,celeba,train,12,12.0,0.6239424878038741,10,,1
9327,celeba,train,12,12.0,0.7127396376153369,11,,1
9328,celeba,train,12,12.0,0.8204762392704286,12,,1
9329,celeba,train,12,12.0,0.8530583721091741,13,,1
9330,celeba,train,12,12.0,0.8511787005545106,14,,1
9331,celeba,train,12,12.0,0.9372189509765658,15,,1
9332,celeba,train,12,12.0,0.9193504546652608,16,,1
9333,celeba,train,12,12.0,0.9503999904050278,17,,1
9334,celeba,train,12,12.0,0.9195202931722896,18,,1
9335,celeba,train,12,12.0,0.8993874473648698,19,,1
9336,celeba,train,12,12.0,0.9654359505288488,20,,1
9337,celeba,train,12,12.0,0.9029335145543096,21,,1
9338,celeba,train,12,12.0,0.9075208439680108,22,,1
9339,celeba,train,12,12.0,0.7274001780733641,23,,1
9340,celeba,train,12,12.0,0.914726580752398,24,,1
9341,celeba,train,12,12.0,0.6718651339003825,25,,1
9342,celeba,train,12,12.0,0.8007488891666761,26,,1
9343,celeba,train,12,12.0,0.7070851443831192,27,,1
9344,celeba,train,12,12.0,0.8469596587836177,28,,1
9345,celeba,train,12,12.0,0.8819571705324886,29,,1
9346,celeba,train,12,12.0,0.8935856301049656,30,,1
9347,celeba,train,12,12.0,0.9603108482770866,31,,1
9348,celeba,train,12,12.0,0.6182291681458152,32,,1
9349,celeba,train,12,12.0,0.7674521278632617,33,,1
9350,celeba,train,12,12.0,0.7881032089491303,34,,1
9351,celeba,train,12,12.0,0.9518132638749748,35,,1
9352,celeba,train,12,12.0,0.941339717594176,36,,1
9353,celeba,train,12,12.0,0.7160960274922139,37,,1
9354,celeba,train,12,12.0,0.9029511111111111,38,,1
9355,celeba,train,12,12.0,0.7955202111404363,39,,1
9356,celeba,train,12,12.0,0.8797410889494186,0,,2
9357,celeba,train,12,12.0,0.8086684042296661,1,,2
9358,celeba,train,12,12.0,0.8319296703296704,2,,2
9359,celeba,train,12,12.0,0.7643691017335386,3,,2
9360,celeba,train,12,12.0,0.9606278481012658,4,,2
9361,celeba,train,12,12.0,0.9291078649830816,5,,2
9362,celeba,train,12,12.0,0.6307979634823795,6,,2
9363,celeba,train,12,12.0,0.7671301247771836,7,,2
9364,celeba,train,12,12.0,0.8493999795134173,8,,2
9365,celeba,train,12,12.0,0.93352839194014,9,,2
9366,celeba,train,12,12.0,0.6282703114386283,10,,2
9367,celeba,train,12,12.0,0.7100086054405508,11,,2
9368,celeba,train,12,12.0,0.8166987207276797,12,,2
9369,celeba,train,12,12.0,0.8571949440933399,13,,2
9370,celeba,train,12,12.0,0.8617231734770447,14,,2
9371,celeba,train,12,12.0,0.9416096791162548,15,,2
9372,celeba,train,12,12.0,0.9195316618344754,16,,2
9373,celeba,train,12,12.0,0.9516353430802259,17,,2
9374,celeba,train,12,12.0,0.9197332833299025,18,,2
9375,celeba,train,12,12.0,0.9005423398650116,19,,2
9376,celeba,train,12,12.0,0.9657987096567879,20,,2
9377,celeba,train,12,12.0,0.9030955979706377,21,,2
9378,celeba,train,12,12.0,0.9087428650981484,22,,2
9379,celeba,train,12,12.0,0.7265393261743248,23,,2
9380,celeba,train,12,12.0,0.9166830148703259,24,,2
9381,celeba,train,12,12.0,0.6718442409835456,25,,2
9382,celeba,train,12,12.0,0.8035330749911929,26,,2
9383,celeba,train,12,12.0,0.7037770008282574,27,,2
9384,celeba,train,12,12.0,0.842067579527017,28,,2
9385,celeba,train,12,12.0,0.8855474856574391,29,,2
9386,celeba,train,12,12.0,0.8888972829806334,30,,2
9387,celeba,train,12,12.0,0.9595362640064152,31,,2
9388,celeba,train,12,12.0,0.6132507092812901,32,,2
9389,celeba,train,12,12.0,0.7699806056182891,33,,2
9390,celeba,train,12,12.0,0.78850330693231,34,,2
9391,celeba,train,12,12.0,0.95303212449075,35,,2
9392,celeba,train,12,12.0,0.9411149655543068,36,,2
9393,celeba,train,12,12.0,0.7089691395991369,37,,2
9394,celeba,train,12,12.0,0.9055822222222222,38,,2
9395,celeba,train,12,12.0,0.7939949993054591,39,,2
9396,celeba,test,12,12.0,0.878429949241288,0,,0
9397,celeba,test,12,12.0,0.8119677413960733,1,,0
9398,celeba,test,12,12.0,0.8097112041549767,2,,0
9399,celeba,test,12,12.0,0.7996331385165433,3,,0
9400,celeba,test,12,12.0,0.9586447072480592,4,,0
9401,celeba,test,12,12.0,0.9099140571606641,5,,0
9402,celeba,test,12,12.0,0.6488917173243883,6,,0
9403,celeba,test,12,12.0,0.7657232423016811,7,,0
9404,celeba,test,12,12.0,0.8614876944538171,8,,0
9405,celeba,test,12,12.0,0.9236673261395612,9,,0
9406,celeba,test,12,12.0,0.5956373130785664,10,,0
9407,celeba,test,12,12.0,0.7059116646353849,11,,0
9408,celeba,test,12,12.0,0.8418005144088676,12,,0
9409,celeba,test,12,12.0,0.8666077397167641,13,,0
9410,celeba,test,12,12.0,0.8809313771009379,14,,0
9411,celeba,test,12,12.0,0.9665424347395768,15,,0
9412,celeba,test,12,12.0,0.908571256957514,16,,0
9413,celeba,test,12,12.0,0.9414620217018846,17,,0
9414,celeba,test,12,12.0,0.9167992623599586,18,,0
9415,celeba,test,12,12.0,0.89484058745728,19,,0
9416,celeba,test,12,12.0,0.9693929610833298,20,,0
9417,celeba,test,12,12.0,0.9091969503600325,21,,0
9418,celeba,test,12,12.0,0.9449717804002052,22,,0
9419,celeba,test,12,12.0,0.7197364553737631,23,,0
9420,celeba,test,12,12.0,0.9304945148703326,24,,0
9421,celeba,test,12,12.0,0.6567001376097238,25,,0
9422,celeba,test,12,12.0,0.8383007304172614,26,,0
9423,celeba,test,12,12.0,0.7085045276956659,27,,0
9424,celeba,test,12,12.0,0.8673551884323042,28,,0
9425,celeba,test,12,12.0,0.8998967319526794,29,,0
9426,celeba,test,12,12.0,0.9346816252274106,30,,0
9427,celeba,test,12,12.0,0.9548576423576424,31,,0
9428,celeba,test,12,12.0,0.6398374667796256,32,,0
9429,celeba,test,12,12.0,0.7805751897106925,33,,0
9430,celeba,test,12,12.0,0.7727795343489507,34,,0
9431,celeba,test,12,12.0,0.9456398714662988,35,,0
9432,celeba,test,12,12.0,0.9349165120593692,36,,0
9433,celeba,test,12,12.0,0.7335970019897218,37,,0
9434,celeba,test,12,12.0,0.9051028976621438,38,,0
9435,celeba,test,12,12.0,0.8085612189859762,39,,0
9436,celeba,test,12,12.0,0.8768020410232871,0,,1
9437,celeba,test,12,12.0,0.8116410704773098,1,,1
9438,celeba,test,12,12.0,0.8116993339082456,2,,1
9439,celeba,test,12,12.0,0.797034410945052,3,,1
9440,celeba,test,12,12.0,0.9600322861496048,4,,1
9441,celeba,test,12,12.0,0.9121290240335416,5,,1
9442,celeba,test,12,12.0,0.6503092496469979,6,,1
9443,celeba,test,12,12.0,0.7613558407005738,7,,1
9444,celeba,test,12,12.0,0.8632213487503085,8,,1
9445,celeba,test,12,12.0,0.924605301531501,9,,1
9446,celeba,test,12,12.0,0.5974127699976264,10,,1
9447,celeba,test,12,12.0,0.7013761933780215,11,,1
9448,celeba,test,12,12.0,0.8430115012485047,12,,1
